oCity,total_trains_out,total_destinations,train_1,train_2,train_3,train_4,
Algeciras,5,12,|| 15.30 |||** Algeciras **||| --> | 18.22 | Antequera (*) ( 13077MD ) --> | 18.00 | Bobadilla ( 13077MD ) --> | 19.45 | Granada ( 13077MD ),|| 15.03 |||** Algeciras **||| --> | 17.32 | Antequera (*) ( 09331ALTARIA ) --> | 19.17 | Ciudad Real ( 09331ALTARIA ) --> | 18.13 | Córdoba ( 09331ALTARIA ) --> | 20.25 | Madrid (*) ( 09331ALTARIA ) --> | 19.01 | Puertollano ( 09331ALTARIA ),|| 11.45 |||** Algeciras **||| --> | 14.49 | Antequera (*) ( 13065MD ) --> | 20.22 | Barcelona (*) ( 99281MD-AVE ) --> | 14.24 | Bobadilla ( 13065MD ) --> | 16.38 | Ciudad Real ( 99281MD-AVE ) --> | 15.37 | Córdoba ( 99281MD-AVE ) --> | 16.06 | Granada ( 13065MD ) --> | 19.16 | Lleida ( 99281MD-AVE ) --> | 15.12 | Puente Genil (*) ( 99281MD-AVE ) --> | 16.24 | Puertollano ( 99281MD-AVE ) --> | 19.45 | Tarragona (*) ( 99281MD-AVE ) --> | 18.30 | Zaragoza (*) ( 99281MD-AVE ),|| 06.15 |||** Algeciras **||| --> | 09.09 | Antequera (*) ( 13063MD ) --> | 14.25 | Barcelona (*) ( 99276MD-AVE ) --> | 08.45 | Bobadilla ( 13063MD ) --> | 10.56 | Ciudad Real ( 99252MD-AVE ) --> | 10.40 | Ciudad Real ( 99276MD-AVE ) --> | 09.57 | Córdoba ( 99252MD-AVE ) --> | 09.39 | Córdoba ( 99276MD-AVE ) --> | 10.55 | Granada ( 13063MD ) --> | 13.20 | Lleida ( 99276MD-AVE ) --> | 11.50 | Madrid (*) ( 99252MD-AVE ) --> | 09.15 | Puente Genil (*) ( 99276MD-AVE ) --> | 10.40 | Puertollano ( 99252MD-AVE ) --> | 13.49 | Tarragona (*) ( 99276MD-AVE ) --> | 12.33 | Zaragoza (*) ( 99276MD-AVE ),%
